日期,主力净流入,小单净流入,中单净流入,大单净流入,超大单净流入,主力净流入占比,小单流入净占比,中单流入净占比,大单流入净占比,超大单流入净占比,收盘价,涨跌幅
2023-01-16,-453995344.0,342531408.0,111463920.0,-326948144.0,-127047200.0,-10.01,7.55,2.46,-7.21,-2.80,273.80,-1.72
2023-01-17,-503227584.0,357163184.0,146064416.0,-171541088.0,-331686496.0,-16.66,11.83,4.84,-5.68,-10.98,269.99,-1.39
2023-01-18,-136719664.0,135867792.0,851872.0,-16801216.0,-119918448.0,-5.90,5.87,0.04,-0.73,-5.18,269.00,-0.37
2023-01-19,127443376.0,-14370864.0,-113072528.0,30680736.0,96762640.0,5.83,-0.66,-5.17,1.40,4.43,270.50,0.56
2023-01-20,-171989920.0,139559552.0,32430352.0,-116784944.0,-55204976.0,-6.10,4.95,1.15,-4.14,-1.96,270.07,-0.16
2023-01-30,417486976.0,-89838768.0,-327648224.0,664720.0,416822256.0,5.21,-1.12,-4.09,0.01,5.20,281.99,4.41
2023-01-31,287384032.0,-164503408.0,-122880640.0,243720960.0,43663072.0,5.38,-3.08,-2.30,4.56,0.82,285.80,1.35
2023-02-01,979163536.0,-398698784.0,-580464752.0,209312464.0,769851072.0,12.02,-4.90,-7.13,2.57,9.45,304.33,6.48
2023-02-02,65059504.0,108262288.0,-173321776.0,153929200.0,-88869696.0,1.45,2.41,-3.86,3.43,-1.98,302.62,-0.56
2023-02-03,-178080944.0,327697504.0,-149616560.0,-108903232.0,-69177712.0,-3.94,7.25,-3.31,-2.41,-1.53,295.00,-2.52
2023-02-06,-219896640.0,229632992.0,-9736368.0,-140169648.0,-79726992.0,-7.57,7.90,-0.34,-4.82,-2.74,289.98,-1.70
2023-02-07,-242339920.0,236117040.0,6222880.0,-183228672.0,-59111248.0,-10.90,10.62,0.28,-8.24,-2.66,289.00,-0.34
2023-02-08,-346820304.0,316897472.0,29922848.0,16998576.0,-363818880.0,-13.07,11.94,1.13,0.64,-13.71,285.66,-1.16
2023-02-09,-146818352.0,174711552.0,-27893200.0,-74031664.0,-72786688.0,-5.64,6.71,-1.07,-2.85,-2.80,288.33,0.93
2023-02-10,-777467584.0,623476128.0,153991456.0,-146016592.0,-631450992.0,-21.25,17.04,4.21,-3.99,-17.26,281.86,-2.24
2023-02-13,-57767376.0,120404208.0,-62636816.0,-65245424.0,7478048.0,-2.20,4.58,-2.38,-2.48,0.28,282.32,0.16
2023-02-14,-286225056.0,228502048.0,57723008.0,-86391072.0,-199833984.0,-13.84,11.05,2.79,-4.18,-9.66,281.97,-0.12
2023-02-15,-312232720.0,335535696.0,-23302976.0,-52065424.0,-260167296.0,-12.25,13.16,-0.91,-2.04,-10.21,279.00,-1.05
2023-02-16,-344299552.0,328932896.0,15366640.0,-158286016.0,-186013536.0,-11.94,11.41,0.53,-5.49,-6.45,277.02,-0.71
2023-02-17,-521052400.0,448247200.0,72805200.0,-208843136.0,-312209264.0,-18.85,16.22,2.63,-7.55,-11.29,271.66,-1.93
2023-02-20,-279710112.0,335099168.0,-55389040.0,-119076064.0,-160634048.0,-7.94,9.51,-1.57,-3.38,-4.56,272.80,0.42
2023-02-21,-137064592.0,138983184.0,-1918576.0,-148299168.0,11234576.0,-4.40,4.46,-0.06,-4.76,0.36,274.75,0.71
2023-02-22,-315866080.0,305794240.0,10071840.0,-157489424.0,-158376656.0,-13.72,13.29,0.44,-6.84,-6.88,270.42,-1.58
2023-02-23,-81037904.0,293429424.0,-212391520.0,-77658880.0,-3379024.0,-3.00,10.85,-7.85,-2.87,-0.12,270.44,0.01
2023-02-24,-247110088.0,232426985.0,14683088.0,-23294224.0,-223815864.0,-13.80,12.98,0.82,-1.30,-12.50,267.58,-1.06
2023-02-27,-1052387280.0,927121648.0,125265648.0,-221555856.0,-830831424.0,-23.76,20.94,2.83,-5.00,-18.76,259.81,-2.90
2023-02-28,-384199168.0,368740912.0,15458272.0,-233301408.0,-150897760.0,-12.30,11.81,0.50,-7.47,-4.83,260.80,0.38
2023-03-01,189217312.0,-169280736.0,-19936576.0,81886112.0,107331200.0,5.00,-4.48,-0.53,2.17,2.84,265.50,1.80
2023-03-02,-389206960.0,247489504.0,141717472.0,-191966528.0,-197240432.0,-12.79,8.13,4.66,-6.31,-6.48,263.71,-0.67
2023-03-03,-96632196.0,37203856.0,59428352.0,-49393328.0,-47238868.0,-5.73,2.21,3.52,-2.93,-2.80,263.79,0.03
2023-03-06,-134544112.0,141486016.0,-6941904.0,-29072768.0,-105471344.0,-4.59,4.83,-0.24,-0.99,-3.60,264.27,0.18
2023-03-07,-183301264.0,195192160.0,-11890912.0,-107087152.0,-76214112.0,-6.57,7.00,-0.43,-3.84,-2.73,260.68,-1.36
2023-03-08,-675879328.0,613903344.0,61975984.0,-320839872.0,-355039456.0,-21.77,19.78,2.00,-10.34,-11.44,256.99,-1.42
2023-03-09,-111462912.0,146809168.0,-35346240.0,12697200.0,-124160112.0,-4.49,5.92,-1.42,0.51,-5.00,256.07,-0.36
2023-03-10,-1776300928.0,1453258208.0,323042704.0,-635634640.0,-1140666288.0,-25.55,20.90,4.65,-9.14,-16.41,243.14,-5.05
2023-03-13,-616572736.0,460137360.0,156435392.0,-54091264.0,-562481472.0,-15.37,11.47,3.90,-1.35,-14.03,240.49,-1.09
2023-03-14,-560122080.0,464588480.0,95533600.0,-252441200.0,-307680880.0,-11.88,9.85,2.03,-5.35,-6.52,239.98,-0.21
2023-03-15,-317492224.0,274568448.0,42923760.0,-102987600.0,-214504624.0,-10.96,9.48,1.48,-3.56,-7.41,238.62,-0.57
2023-03-16,-476149664.0,374976192.0,101173472.0,4530816.0,-480680480.0,-17.05,13.43,3.62,0.16,-17.21,234.79,-1.61
2023-03-17,-63925296.0,46669552.0,17255728.0,-119266288.0,55340992.0,-1.99,1.45,0.54,-3.71,1.72,237.91,1.33
2023-03-20,-194168160.0,172104928.0,22063232.0,-107773552.0,-86394608.0,-9.51,8.43,1.08,-5.28,-4.23,235.57,-0.98
2023-03-21,79757504.0,-20753280.0,-59004224.0,-31040112.0,110797616.0,3.09,-0.80,-2.28,-1.20,4.29,239.51,1.67
2023-03-22,-22605824.0,23066432.0,-460592.0,3095248.0,-25701072.0,-0.59,0.61,-0.01,0.08,-0.68,243.20,1.54
2023-03-23,71743536.0,-14078320.0,-57665200.0,29047792.0,42695744.0,3.02,-0.59,-2.43,1.22,1.80,245.49,0.94
2023-03-24,-133978720.0,67397632.0,66581104.0,-57541296.0,-76437424.0,-6.73,3.39,3.34,-2.89,-3.84,246.02,0.22
2023-03-27,-137999295.0,140521088.0,-2521776.0,-52426080.0,-85573215.0,-6.14,6.26,-0.11,-2.33,-3.81,243.65,-0.96
2023-03-28,86164736.0,12074880.0,-98239616.0,25959696.0,60205040.0,4.31,0.60,-4.91,1.30,3.01,245.01,0.56
2023-03-29,110741328.0,-129899696.0,19158368.0,65120480.0,45620848.0,3.09,-3.62,0.53,1.81,1.27,247.70,1.10
2023-03-30,747106432.0,-511342384.0,-235764064.0,230533312.0,516573120.0,14.05,-9.62,-4.43,4.34,9.71,257.20,3.84
2023-03-31,-277784944.0,237953232.0,39831728.0,-4714064.0,-273070880.0,-6.45,5.53,0.93,-0.11,-6.34,256.02,-0.46
2023-04-03,-186185808.0,125184512.0,61001280.0,-77238704.0,-108947104.0,-5.46,3.67,1.79,-2.26,-3.19,255.92,-0.04
2023-04-04,-589299296.0,478440608.0,110858672.0,-230992256.0,-358307040.0,-17.09,13.87,3.21,-6.70,-10.39,250.92,-1.95
2023-04-06,-99467792.0,115128608.0,-15660816.0,-110392592.0,10924800.0,-4.88,5.65,-0.77,-5.42,0.54,250.00,-0.37
2023-04-07,-65487472.0,89931760.0,-24444320.0,3188176.0,-68675648.0,-3.81,5.23,-1.42,0.19,-4.00,249.28,-0.29
2023-04-10,-86784448.0,47867584.0,38916864.0,-12489376.0,-74295072.0,-3.56,1.96,1.60,-0.51,-3.05,251.00,0.69
2023-04-11,-24607936.0,-672736.0,25280672.0,-26844704.0,2236768.0,-1.12,-0.03,1.15,-1.22,0.10,249.83,-0.47
2023-04-12,-496826829.0,433352224.0,63474608.0,-157381456.0,-339445373.0,-18.06,15.75,2.31,-5.72,-12.34,243.40,-2.57
2023-04-13,-83059662.0,96406352.0,-13346704.0,27068256.0,-110127918.0,-4.26,4.94,-0.68,1.39,-5.64,242.82,-0.24
2023-04-14,207203312.0,16908480.0,-224111776.0,82435472.0,124767840.0,8.00,0.65,-8.65,3.18,4.82,246.06,1.33
2023-04-17,192980512.0,-97164960.0,-95815536.0,98699504.0,94281008.0,8.60,-4.33,-4.27,4.40,4.20,249.44,1.37
2023-04-18,-25342816.0,40162992.0,-14820176.0,2159104.0,-27501920.0,-1.29,2.05,-0.76,0.11,-1.40,249.00,-0.18
2023-04-19,69550160.0,-99673376.0,30123232.0,-10554224.0,80104384.0,2.49,-3.57,1.08,-0.38,2.87,250.85,0.74
2023-04-20,-322953920.0,244674528.0,78279392.0,-222452368.0,-100501552.0,-13.07,9.90,3.17,-9.00,-4.07,245.02,-2.32
2023-04-21,-116076128.0,124291952.0,-8215824.0,-136732064.0,20655936.0,-4.54,4.87,-0.32,-5.35,0.81,243.00,-0.82
2023-04-24,1050777312.0,-538888800.0,-511888496.0,292128544.0,758648768.0,15.57,-7.99,-7.59,4.33,11.24,253.49,4.32
2023-04-25,-521218880.0,434701536.0,86517344.0,-180726240.0,-340492640.0,-11.36,9.47,1.89,-3.94,-7.42,244.30,-3.63
2023-04-26,487759552.0,-310186512.0,-177573056.0,7966864.0,479792688.0,11.20,-7.13,-4.08,0.18,11.02,251.00,2.74
2023-04-27,1032193504.0,-655418128.0,-376775360.0,242471632.0,789721872.0,16.57,-10.52,-6.05,3.89,12.68,258.92,3.16
2023-04-28,-420841440.0,136064112.0,284777328.0,17047632.0,-437889072.0,-8.53,2.76,5.77,0.35,-8.88,255.86,-1.18
2023-05-04,-261716848.0,220556864.0,41159984.0,-64934352.0,-196782496.0,-8.72,7.35,1.37,-2.16,-6.55,252.52,-1.31
2023-05-05,-180531360.0,227042512.0,-46511168.0,-53636832.0,-126894528.0,-7.05,8.87,-1.82,-2.10,-4.96,250.07,-0.97
2023-05-08,111137664.0,-40181152.0,-70956528.0,57848128.0,53289536.0,3.58,-1.29,-2.29,1.86,1.72,254.03,1.58
2023-05-09,-171645168.0,129417472.0,42227696.0,-72077664.0,-99567504.0,-7.62,5.74,1.87,-3.20,-4.42,250.11,-1.54
2023-05-10,1307231968.0,-681277584.0,-625954352.0,360715008.0,946516960.0,19.98,-10.41,-9.57,5.51,14.47,259.79,3.87
2023-05-11,370315632.0,-221577568.0,-148738064.0,96386256.0,273929376.0,6.53,-3.91,-2.62,1.70,4.83,263.75,1.52
2023-05-12,-166756912.0,121998064.0,44758864.0,48908192.0,-215665104.0,-6.06,4.44,1.63,1.78,-7.84,260.10,-1.38
2023-05-15,139101440.0,-50793440.0,-88308000.0,-2144944.0,141246384.0,3.85,-1.40,-2.44,-0.06,3.91,264.90,1.85
2023-05-16,1739504.0,18188176.0,-19927680.0,-79902288.0,81641792.0,0.08,0.84,-0.92,-3.69,3.77,265.13,0.09
2023-05-17,-292861504.0,233555472.0,59306032.0,-128610560.0,-164250944.0,-12.53,10.00,2.54,-5.50,-7.03,261.00,-1.56
2023-05-18,-360859824.0,326427904.0,34431936.0,-136874640.0,-223985184.0,-13.82,12.50,1.32,-5.24,-8.58,259.08,-0.74
2023-05-19,-28154544.0,7971680.0,20182880.0,-37984032.0,9829488.0,-1.81,0.51,1.30,-2.44,0.63,259.18,0.04
2023-05-22,396723584.0,-226223424.0,-170500160.0,83057248.0,313666336.0,12.55,-7.16,-5.39,2.63,9.92,265.10,2.28
2023-05-23,-121056288.0,108987792.0,12068480.0,-27033552.0,-94022736.0,-5.04,4.54,0.50,-1.13,-3.92,262.93,-0.82
2023-05-24,-75818560.0,80666624.0,-4848080.0,-71856016.0,-3962544.0,-4.24,4.51,-0.27,-4.02,-0.22,261.91,-0.39
2023-05-25,-470608880.0,391489520.0,79119376.0,-225794608.0,-244814272.0,-13.79,11.47,2.32,-6.62,-7.17,255.60,-2.41
2023-05-26,-700278896.0,626906624.0,73372272.0,-245780848.0,-454498048.0,-15.28,13.68,1.60,-5.36,-9.92,246.99,-3.37
2023-05-29,-527215248.0,311272896.0,215942352.0,-61004896.0,-466210352.0,-17.28,10.20,7.08,-2.00,-15.28,244.93,-0.83
2023-05-30,191337712.0,-136251808.0,-55085904.0,98779536.0,92558176.0,4.55,-3.24,-1.31,2.35,2.20,252.20,2.97
2023-05-31,277442720.0,-196114944.0,-81327760.0,242643776.0,34798944.0,9.26,-6.55,-2.72,8.10,1.16,253.66,0.58
2023-06-01,57706608.0,-23033616.0,-34673008.0,10523152.0,47183456.0,2.60,-1.04,-1.56,0.47,2.13,255.45,0.71
2023-06-02,193359760.0,-93167152.0,-100192592.0,-6077264.0,199437024.0,6.77,-3.26,-3.51,-0.21,6.99,259.06,1.41
2023-06-05,-94022992.0,56803152.0,37219840.0,53907328.0,-147930320.0,-3.51,2.12,1.39,2.01,-5.51,258.32,-0.29
2023-06-06,395309808.0,-177859648.0,-217450160.0,225585024.0,169724784.0,11.73,-5.28,-6.45,6.69,5.03,260.88,0.99
2023-06-07,-101634816.0,140635088.0,-39000288.0,31223872.0,-132858688.0,-3.91,5.41,-1.50,1.20,-5.11,256.55,-1.66
2023-06-08,-82843676.0,89575600.0,-6731920.0,64347840.0,-147191516.0,-5.02,5.43,-0.41,3.90,-8.92,255.00,-0.60
2023-06-09,102423344.0,145546144.0,-247969504.0,-7313424.0,109736768.0,3.72,5.29,-9.01,-0.27,3.99,258.00,1.18
2023-06-12,207975600.0,-139119568.0,-68856016.0,162238432.0,45737168.0,7.75,-5.19,-2.57,6.05,1.71,260.51,0.97
2023-06-13,-156804976.0,30751088.0,126053888.0,-144570032.0,-12234944.0,-7.40,1.45,5.95,-6.83,-0.58,261.22,0.27
2023-06-14,52434368.0,3118032.0,-55552416.0,1826944.0,50607424.0,1.58,0.09,-1.67,0.06,1.52,263.00,0.68
2023-06-15,481430752.0,-211658416.0,-269772336.0,41864176.0,439566576.0,7.27,-3.20,-4.07,0.63,6.64,271.88,3.38
2023-06-16,-349280976.0,173279952.0,176001008.0,-119663248.0,-229617728.0,-8.42,4.18,4.24,-2.89,-5.54,271.08,-0.29
